day_pass_id,purchaser_id,date,pass_type,group_ages
588,7150,2024-08-05,Single,"18,8"
589,3534,2025-01-20,Family,"9,32,35,24"
590,3505,2023-09-23,Family,"55,9,55,51,51"
591,3464,2023-06-23,Family,"10,24,22,15,26"
592,7178,2024-07-19,Single,30
593,2635,2024-07-04,Student,"21,17,7,37"
594,886,2024-09-10,Family,"18,26"
595,8804,2025-01-19,Family,"27,51,39"
596,413,2024-04-01,Family,"41,39"
597,4972,2024-02-18,Student,"7,40,27,44,11"
598,4714,2025-01-26,Single,"60,40"
599,9592,2025-03-12,Student,"15,48,33,25,22,14"
600,2444,2023-06-25,Single,"37,29,31,44,23,16"
601,4678,2023-07-09,Student,"44,47"
602,4442,2024-11-03,Student,"10,34,25,55,18,37"
603,1976,2023-12-16,Single,"32,8,23,12,50,20"
604,4783,2024-08-21,Student,"14,8,42"
605,1978,2024-07-30,Student,"18,30"
606,1757,2025-01-26,Student,"13,35,13,27"
607,9930,2024-11-14,Student,"57,55,56"
608,7637,2023-12-26,Student,"31,6,7,60,22,30"
609,2206,2024-02-21,Single,"58,43"
610,5682,2024-12-02,Student,"24,33,49"
611,9298,2023-07-29,Student,"47,22,44"
612,1554,2024-10-23,Student,37
613,3541,2024-10-21,Student,"28,60"
614,6322,2024-09-16,Family,"32,60,28"
615,4015,2024-02-09,Family,"44,18"
616,5545,2023-08-19,Family,"8,38,43"
617,8157,2025-03-15,Family,"50,20,16"
618,8057,2024-02-15,Student,45
619,1249,2023-06-20,Family,40
620,2638,2025-02-12,Student,"15,42"
621,2727,2024-12-07,Student,"6,58,38,30"
622,6501,2024-05-29,Family,"41,11,51,34,27,54"
623,9933,2025-02-23,Student,"46,44,47,22,34"
624,7495,2025-02-08,Single,"52,27,10,13,51,42"
625,1801,2023-09-20,Single,"37,43,43,60,21"
626,2984,2024-02-14,Student,58
627,8512,2024-10-26,Single,"41,43,17,44"
628,2701,2023-11-10,Family,"33,32,26,55,19,34"
629,6164,2024-05-23,Single,57
630,7511,2023-10-17,Single,"56,11,11"
631,8638,2023-09-28,Student,"51,20"
632,3545,2024-08-16,Family,"10,16,47,23,32,26"
633,3396,2023-04-07,Single,"29,58"
634,6506,2023-03-29,Family,34
635,1755,2024-12-20,Single,"51,43,46,13,34"
636,4462,2023-09-30,Student,"44,57,10"
637,4777,2023-04-07,Single,54
638,6249,2023-10-24,Student,"20,11,7,17,6,48"
639,4435,2024-02-02,Single,"32,60"
640,4663,2025-01-19,Student,"16,25"
641,5147,2023-07-30,Family,"44,28,56,41,12,11"
642,8982,2023-09-26,Family,55
643,5999,2024-10-06,Single,"22,47,33"
644,5611,2024-07-18,Single,"51,40,23,27,54"
645,5065,2024-11-04,Family,"41,17,57,29,6,38"
646,2513,2024-02-13,Student,"50,43,34,47,7"
647,2275,2023-07-31,Single,"43,35"
648,9947,2025-01-15,Family,41
649,6876,2024-07-07,Family,"6,15"
650,4428,2024-06-14,Family,23
651,110,2025-02-14,Student,49
652,2778,2024-04-20,Single,51
653,1908,2024-10-07,Single,"10,46,10,44,28,28"
654,6447,2023-10-05,Single,"31,38,51,57,38"
655,5018,2023-04-12,Family,"10,7,21,12"
656,2213,2023-06-27,Single,30
657,5690,2024-03-14,Student,"41,27,19,27,34,56"
658,6616,2024-01-01,Family,46
659,6948,2024-07-23,Family,"10,5,48,8,53,58"
660,8461,2024-04-13,Student,"46,24,37,51,9,23"
661,6869,2024-08-15,Single,"51,59"
662,9717,2023-11-04,Single,"11,25,6,48,32,18"
663,4242,2024-03-30,Single,"58,54,19,10"
664,8262,2024-05-30,Single,"44,36,50,59,48"
665,6231,2023-06-08,Family,"51,5,10,39,15"
666,482,2024-04-13,Single,"26,7,39"
667,4098,2025-01-27,Student,"44,11,39,52"
668,357,2024-01-29,Single,"41,43"
669,5513,2024-11-29,Family,"45,28,10,19,12"
670,5806,2024-12-28,Single,"21,20,28,49"
671,9134,2023-04-09,Student,"8,6,48,39,25"
672,6105,2023-04-22,Student,"17,37,56,21,13"
673,6005,2024-09-24,Family,55
674,6328,2025-02-22,Student,"27,7,24,21,55,56"
675,7663,2024-01-27,Student,53
676,2675,2023-08-17,Single,"56,35,24,19"
677,2307,2024-12-21,Single,"16,10,51,31,5,10"
678,8826,2025-01-09,Family,"24,7,6,49"
679,6121,2023-07-12,Student,"26,8,38"
680,2046,2024-06-28,Student,"18,24"
681,1140,2024-06-12,Family,"40,29,18,50"
682,2956,2023-06-09,Student,"32,41,30,39,18,36"
683,3236,2023-08-07,Single,"15,37"
684,2808,2024-01-20,Student,"47,14,19,9,58"
685,2617,2024-01-16,Family,"10,49,40,52,19"
686,8073,2023-05-12,Single,5
687,3720,2024-07-26,Student,"59,60,19,41,12,10"
688,8917,2024-06-24,Student,"5,41,18,50,11"
689,7141,2023-12-22,Family,"6,10"
690,8532,2023-09-01,Student,"35,36,6,31,31"
691,1050,2024-05-16,Family,"60,53"
692,2268,2024-05-21,Family,"21,34,41"
693,5275,2024-08-13,Single,"35,22,31,20"
694,1503,2023-10-05,Student,"54,34,38"
695,4098,2023-04-22,Single,"44,58,53,26"
696,1579,2023-05-13,Family,42
697,9512,2024-03-17,Single,"52,5,56,35,19"
698,2423,2024-03-23,Single,"6,43,37,19"
699,3980,2023-05-01,Family,"59,37,26,56"
700,7642,2023-07-13,Student,"36,44,14,59,59,50"
701,2,2024-02-21,Family,"27,37"
702,3079,2023-07-08,Single,"58,55,15,33,43,29"
703,7189,2023-10-07,Family,12
704,9353,2024-03-28,Family,"32,5,34,30,39,58"
705,4945,2025-02-01,Family,"27,9,14"
706,3872,2025-03-03,Single,41
707,4323,2024-09-30,Family,"32,43,51,59,43,7"
708,5403,2024-06-11,Family,"18,43,49,6,16,10"
709,6833,2024-01-11,Single,"40,18,11,15,7"
710,1616,2024-01-31,Student,"60,48"
711,3265,2025-03-18,Single,"36,50,24,36,13"
712,2975,2025-01-22,Family,"37,31,30,25"
713,1272,2025-02-02,Family,"20,7,42"
714,4350,2025-01-17,Family,"14,29,21,50,29"
715,9806,2024-02-13,Student,"46,12,36,28"
716,1663,2023-09-02,Family,"33,32,27,18,20"
717,8214,2024-07-13,Family,"59,51,48,10,23,31"
718,3687,2023-12-19,Family,"37,36,11,25"
719,8872,2023-11-25,Family,"16,27,60,37,9"
720,2065,2024-06-16,Student,"14,12,9,42"
721,3587,2024-05-13,Family,"22,44,56,25,58,33"
722,8987,2024-12-11,Single,"9,15,33,29,33,44"
723,6105,2023-09-19,Student,"17,52,11"
724,9198,2024-05-12,Single,"35,35,34"
725,7484,2023-05-20,Student,"18,16,59,52"
726,8263,2024-03-05,Family,"58,54,42,14"
727,8302,2024-12-22,Single,"17,55,20,50"
728,8547,2023-06-23,Student,"56,42,37,7,28"
729,3999,2023-08-10,Student,"39,19,50,6"
730,3070,2025-03-09,Single,"56,35,47,16"
731,7505,2023-07-01,Family,"7,48,32,52"
732,6823,2025-03-19,Single,"5,22,15"
733,8253,2024-07-26,Single,"34,10,16"
734,4471,2024-01-19,Family,6
735,4523,2024-02-01,Family,17
736,8831,2023-10-31,Single,21
737,5639,2024-11-14,Single,"16,51,46"
738,8592,2023-12-18,Single,"32,29,24,28,60"
739,7938,2025-02-16,Single,"50,19,39,36,23,33"
740,8159,2024-07-22,Single,24
741,3717,2023-12-28,Student,"33,57,37"
742,1540,2024-10-12,Student,"48,39"
743,3908,2024-02-10,Single,"44,44,11,11"
744,4953,2023-07-03,Family,"54,53,60,13"
745,5736,2023-09-11,Single,"21,17,19,17,59"
746,7315,2023-06-09,Single,"24,34,21,26"
747,6667,2024-03-01,Family,"23,48"
748,4157,2024-10-31,Student,36
749,81,2024-06-28,Student,"39,12,59,16,5,17"
750,7558,2023-08-01,Family,"26,10,7"
751,6526,2023-08-27,Single,"35,42,32,22,39"
752,178,2025-01-26,Student,"57,26,23"
753,1806,2025-03-08,Family,"24,9,32"
754,8112,2023-08-23,Family,16
755,8232,2024-04-25,Student,"28,26,22,12,33"
756,5140,2025-03-18,Family,"49,59,15,35,33"
757,9366,2024-05-23,Student,28
758,242,2024-04-12,Student,"60,52,41,11,35"
759,5787,2024-03-28,Family,"28,53,56,26"
760,324,2025-02-05,Student,"15,19,55,5"
761,8015,2024-02-10,Single,"54,22,43,18"
762,7167,2024-03-06,Single,"51,32,21,56,52,36"
763,9037,2024-11-17,Student,53
764,3317,2025-03-06,Single,"49,15,15"
765,8493,2023-04-12,Single,"34,56"
766,6812,2024-01-01,Single,"42,35,15,56,6"
767,7856,2024-08-05,Student,50
768,690,2024-02-22,Student,"8,35"
769,9873,2024-08-03,Student,"26,49,11,60,57,19"
770,2505,2024-01-28,Family,"13,17"
771,8700,2023-11-18,Student,"21,17"
772,9389,2024-04-01,Student,"57,13,38"
773,3019,2023-05-17,Single,"48,29,48,21,55"
774,3953,2024-09-26,Family,"35,12,32"
775,2636,2024-10-25,Student,"39,13,19,15"
776,5101,2023-11-05,Student,"38,34,27"
777,7472,2023-04-25,Student,"49,25,54,27"
778,6405,2023-03-30,Student,"18,36,58,51,8"
779,9391,2023-05-31,Single,"58,16,26,58"
780,6543,2024-06-24,Single,"39,45,41,23,26,49"
781,2194,2023-07-26,Single,26
782,7621,2023-09-03,Single,20
783,5827,2024-07-08,Family,"31,45,36,44,7,33"
784,7908,2023-04-30,Student,"38,8,32,20,38"
785,5791,2023-10-24,Single,"42,31,33,7"
786,7271,2023-04-29,Family,"47,11"
787,2688,2024-04-22,Family,"42,50"
788,1103,2023-05-15,Student,9
789,1146,2025-03-20,Family,"27,60,56"
790,2478,2024-02-23,Family,"36,50,32"
791,1638,2024-10-01,Student,"21,35,41"
792,9517,2024-12-09,Single,"38,52,50"
793,8826,2024-06-24,Student,"24,11,51,59,41,17"
794,6419,2025-02-15,Student,"26,52"
795,9650,2024-07-08,Student,"19,47,27,21,22,56"
796,2222,2023-08-07,Single,30
797,8532,2024-08-06,Family,"35,37"
798,6359,2024-06-10,Single,"27,6,46,15,48"
799,2013,2024-06-29,Single,"59,33,46,54"
800,9177,2023-12-24,Student,"48,7,34,32,9"
801,9707,2023-12-12,Family,34
802,8627,2024-05-05,Family,"46,6,36,28,37,44"
803,1164,2025-02-02,Single,"60,42,22,19,51,31"
804,3265,2024-11-08,Family,"36,54,49,7,48"
805,1715,2024-07-11,Family,"34,25,46,30"
806,6857,2024-01-20,Family,"12,37"
807,7491,2023-11-27,Single,"5,39,39"
808,3066,2023-06-18,Student,52
809,1099,2023-10-01,Family,"29,54,50,18,46"
810,7670,2023-05-31,Single,"35,59,58,58,52,26"
811,6344,2023-04-16,Student,"9,32,54,37,35,58"
812,4410,2023-04-15,Family,"21,40,32,15,34"
813,6025,2023-08-21,Student,"12,46,19,14"
814,8833,2025-01-10,Single,"60,60,41,33"
815,9947,2024-11-29,Single,"41,23,12,5"
816,7846,2025-02-28,Family,"6,46,57,9,6,23"
817,5573,2024-09-23,Student,"31,38,23,56,44,29"
818,5400,2024-02-07,Student,"42,36"
819,6799,2023-08-04,Family,"46,20,32"
820,8701,2025-01-09,Single,"38,35"
821,6678,2023-12-16,Family,"40,38,32,45,38"
822,2931,2023-07-27,Single,"37,58,55"
823,5635,2024-04-20,Single,"54,33,36,40,30,27"
824,273,2023-09-13,Student,"44,17,30,51,22"
825,5383,2024-10-25,Student,"47,57,22,7,15,21"
826,7024,2023-10-06,Family,"37,20,29"
827,4018,2023-06-15,Family,"18,45"
828,885,2024-06-05,Student,57
829,1578,2023-04-05,Single,"23,50,39,23,48"
830,8933,2023-04-25,Student,"47,38,60"
831,2636,2023-05-05,Single,39
832,9366,2024-09-15,Family,28
833,1863,2024-01-31,Family,"45,24,46,58,46"
834,1579,2024-10-24,Single,"42,55,32,59,39,37"
835,2823,2024-11-12,Student,5
836,2281,2024-10-06,Student,"27,17,53"
837,6057,2023-11-07,Student,"22,54,8"
838,6503,2024-11-04,Single,"56,60"
839,4602,2024-12-16,Single,"40,53,20,14,31,21"
840,7624,2023-07-14,Family,"7,46,12,16,49"
841,2049,2024-12-21,Single,"15,53"
842,7809,2024-06-04,Single,"24,54,29,53,28"
843,4719,2024-02-15,Single,"46,16,6,60"
844,8628,2024-07-13,Family,"25,39,46,22,58"
845,9543,2024-05-12,Single,"51,29,56"
846,6185,2024-07-31,Family,"52,16,58,14"
847,6105,2024-10-25,Family,"17,48,18,12,21,6"
848,9993,2023-10-28,Single,"47,48,19,34,56,51"
849,1723,2023-04-03,Family,"58,33,21"
850,5612,2023-10-03,Family,"54,51,42,25,36,52"
851,1800,2024-07-15,Student,"17,50,11,56"
852,2257,2023-05-07,Single,"8,40"
853,152,2024-07-29,Student,"52,48,27,45"
854,5902,2024-12-27,Single,18
855,1531,2023-11-06,Family,34
856,9018,2023-10-25,Student,"10,42,54,42"
857,9185,2023-08-13,Family,"52,49"
858,8449,2025-03-16,Single,"58,35"
859,4441,2025-03-14,Family,"48,11,30"
860,8774,2024-02-17,Family,"54,21,44,53"
861,8273,2023-11-19,Family,"53,30,6,45"
862,7443,2024-11-25,Student,8
863,7240,2023-05-18,Family,"19,50,17,21"
864,8819,2024-05-21,Family,"54,5,47,47,31,56"
865,8076,2024-10-16,Family,12
866,7604,2024-08-18,Single,20
867,1989,2024-05-01,Family,"47,33"
868,6255,2023-12-24,Single,"32,57,42,42,55"
869,4558,2024-02-22,Student,45
870,4190,2024-10-23,Family,"45,55,31,50"
871,1854,2024-09-11,Student,"19,36,46,44,48"
872,417,2024-03-20,Student,48
873,6831,2024-05-29,Family,"40,51,19,21,19,47"
874,3485,2023-04-23,Family,"19,7,43"
875,2199,2024-02-20,Student,"27,39,46,30"
876,9909,2023-08-09,Student,"50,41,11,49,29,28"
877,2735,2023-10-22,Family,"13,52,28"
878,8971,2024-06-10,Single,25
879,2402,2023-12-30,Student,"43,28,6"
880,5561,2023-07-16,Family,"34,53"
881,2545,2024-11-03,Single,"8,17"
882,6695,2023-12-22,Student,"15,33,27,40,13,59"
883,7505,2024-03-09,Family,7
884,4925,2024-05-31,Student,"33,49,11,54"
885,4389,2023-05-15,Family,"30,53,40,49"
886,1570,2025-01-31,Student,"50,48,59,36"
887,1747,2024-03-15,Family,"11,45,59,48,43,35"
888,3374,2023-08-09,Family,"35,52,25,40"
889,7509,2024-07-19,Family,"56,31"
890,3756,2023-11-10,Single,"45,52,6,20,25"
891,2389,2024-06-09,Single,"36,49,34"
892,4746,2024-05-22,Single,"52,35,10"
893,5555,2025-02-04,Student,"42,37,41"
894,166,2023-06-03,Family,"34,58,60,23,11,28"
895,2933,2023-05-06,Student,"14,6"
896,9926,2024-10-17,Student,"20,46,32,12,35,34"
897,8,2024-07-21,Single,"16,40"
898,8086,2023-08-13,Family,"55,58"
899,673,2024-06-02,Family,"24,22"
900,2141,2024-12-10,Student,"26,46,25,60,11,26"
901,9391,2023-08-19,Family,"58,16,31"
902,5582,2024-03-19,Student,"13,32,19"
903,1336,2025-01-01,Single,"40,28,38,51"
904,400,2023-08-09,Family,"5,58,28,35,29,22"
905,9059,2025-01-09,Student,"18,6,19,55,34,36"
906,4591,2024-04-01,Student,"48,25,59"
907,2354,2024-01-07,Family,"17,24,26"
908,2342,2023-11-20,Student,14
909,5019,2024-04-07,Student,"40,29,48"
910,5121,2025-03-14,Single,"45,59"
911,4004,2024-06-22,Single,55
912,9540,2025-02-14,Student,"6,36,50,46"
913,473,2023-06-26,Student,"52,56"
914,8488,2024-11-06,Student,"33,33,20,45"
915,2249,2025-01-12,Single,"37,31,43,31,45,32"
916,1170,2024-05-25,Student,"13,14,57"
917,6011,2023-08-17,Family,"41,8,39,50"
918,8953,2023-11-13,Student,"44,23,57,6,38,38"
919,8085,2024-08-20,Family,"28,37,19,45"
920,7342,2025-02-26,Family,"53,33,37"
921,8383,2025-01-26,Family,"30,60"
922,9764,2024-08-01,Single,"39,47,36,14"
923,7391,2024-10-16,Family,"44,39,57,21,21,43"
924,6015,2024-04-25,Student,"10,18"
925,9779,2024-12-16,Single,"46,34"
926,4949,2023-03-30,Single,"19,11,49,26"
927,4538,2023-10-16,Family,"45,34,25,33"
928,2052,2024-02-25,Student,"18,28,13,11"
929,6401,2023-10-23,Family,"22,41,50,46"
930,418,2023-11-21,Student,43
931,876,2023-06-08,Family,"58,11,33,33,31,36"
932,9543,2023-08-20,Student,"51,10,27"
933,2147,2024-07-24,Single,"23,54"
934,9870,2024-02-18,Family,"25,40,47,49,25"
935,4531,2023-08-03,Student,"47,53"
936,6745,2025-03-20,Student,"57,12,43,45,22"
937,8882,2024-07-25,Family,"51,29,21,35,10"
938,8903,2023-08-15,Student,"25,28,46,55"
939,8918,2023-04-09,Family,"37,12"
940,4131,2024-07-17,Student,"38,35,38,52,34,16"
941,1797,2025-01-04,Family,"41,38,30,44"
942,8095,2023-08-15,Student,"10,54,5,14,36"
943,4606,2023-08-08,Student,"45,31,43,55,17,47"
944,2129,2023-03-27,Student,"25,55,59,40,5"
945,5341,2024-05-27,Single,"17,18,5,37"
946,7292,2024-10-29,Student,"60,43,48"
947,961,2023-06-26,Student,"23,51,50,25,53,46"
948,2537,2024-04-11,Student,"18,30"
949,1531,2023-10-13,Family,"34,33,34,44,35,22"
950,3077,2025-03-07,Family,"49,40,5,59,9,14"
951,8645,2023-05-05,Single,"30,12,7"
952,3013,2024-11-06,Student,"22,11,34,34,31,36"
953,3475,2023-04-18,Single,"28,27,51,45,25,17"
954,7589,2024-09-26,Single,12
955,9695,2024-06-03,Family,"9,33,26"
956,1727,2024-08-30,Single,"29,22"
957,3464,2024-02-16,Family,10
958,2002,2023-10-28,Single,"35,25,43,18"
959,5472,2023-08-15,Single,"50,47,49"
960,3553,2023-08-26,Single,"50,35,19,16,14"
961,9542,2023-12-16,Family,"51,38,60"
962,4340,2024-07-12,Family,"34,44"
963,6641,2024-07-18,Single,11
964,5874,2025-01-13,Student,"10,16,14,36,21,12"
965,5478,2024-06-15,Student,55
966,7809,2023-07-24,Student,"24,11,51,18,44,42"
967,3111,2024-01-20,Family,"13,23,41,39,33"
968,7094,2023-12-05,Student,"49,41,12"
969,4781,2024-04-09,Single,"19,52,17,13,48"
970,3207,2023-08-08,Single,"25,56,39"
971,7428,2023-09-12,Student,"16,59,58,41"
972,8232,2024-05-04,Single,"28,14,53,18,20"
973,6264,2023-06-09,Family,"59,12,30,24,45"
974,8559,2024-08-20,Student,59
975,2535,2023-12-29,Student,19
976,7361,2024-01-03,Family,"6,9,10"
977,9174,2023-10-31,Family,"38,10,23,60"
978,3856,2025-03-20,Single,"28,18,21,58,34"
979,4520,2023-09-18,Family,27
980,6975,2023-12-08,Family,"47,57,10,25,57"
981,9455,2023-11-28,Single,"21,13"
982,9683,2024-08-08,Student,"6,46"
983,4822,2023-09-02,Single,25
984,8994,2025-01-09,Family,"40,53,50,17,23,46"
985,7391,2025-01-25,Single,"44,29,52,19"
986,7082,2024-09-26,Single,57
987,5639,2024-01-27,Family,"16,31"
988,5686,2025-01-23,Single,"18,50,56,42"
989,7740,2024-02-18,Family,"27,21"
990,8173,2023-05-16,Single,"36,38"
991,3783,2023-11-24,Family,56
992,9711,2024-08-03,Single,"16,33,14"
993,4744,2023-11-20,Single,"8,43,13"
994,9947,2024-01-11,Student,41
995,1658,2024-09-16,Single,"33,5,9,6"
996,1111,2024-05-17,Family,"26,37,60"
997,457,2024-09-23,Family,"23,6,39,15"
998,8387,2024-04-05,Single,"9,55,16,19,29"
999,4744,2024-09-15,Student,"8,23,42,6"
1000,9180,2024-10-14,Family,"47,43"
1001,8445,2023-12-02,Single,"33,55"
1002,5610,2023-11-14,Student,"29,37,27,29,56"
1003,687,2024-01-04,Single,"14,11,5,6,12"
1004,2090,2024-12-18,Single,"54,5,37,14"
1005,7864,2024-07-17,Single,"44,6,30,45"
1006,5856,2023-08-29,Single,37
1007,3149,2023-10-27,Single,"46,45,27,31"
1008,294,2025-01-03,Single,39
1009,4437,2024-08-25,Student,"10,31,59,29"
1010,3027,2024-01-29,Family,"41,55,24,25,52,33"
1011,3172,2024-07-20,Family,17
1012,6981,2024-06-05,Family,"13,48,12,51,36"
1013,4058,2024-12-01,Single,"18,12,20,22,13"
1014,9210,2024-02-27,Family,"31,57,39,19"
1015,5765,2023-07-28,Family,"45,57"
1016,7242,2024-12-14,Family,"37,7,57,5,25"
1017,6872,2025-01-20,Single,"36,27,7,48,14,35"
1018,4060,2024-01-09,Single,"39,33,6,12"
1019,969,2023-09-20,Student,"27,30,24,29,40"
1020,9485,2023-10-02,Single,"41,49,45,6,14"
1021,7772,2024-07-22,Student,"56,39,18"
1022,3252,2023-08-09,Single,10
1023,826,2024-05-31,Student,39
1024,8985,2024-08-30,Family,"36,24"
1025,2001,2024-09-27,Family,"39,58,49,27,55,15"
1026,6334,2023-12-12,Single,"29,33"
1027,3392,2023-06-23,Student,"15,58,26,13,39,13"
1028,5979,2023-05-25,Student,"40,8"
1029,6722,2024-10-17,Family,"44,21,20,59"
1030,2000,2025-02-03,Student,40
1031,7628,2025-01-29,Student,"56,34,41,14,52"
1032,7416,2023-11-01,Student,"34,21,60,11,42"
1033,7116,2023-08-03,Student,"29,5,52"
1034,9107,2025-02-27,Family,"60,60,5"
1035,6817,2024-03-16,Family,54
1036,6315,2023-07-18,Single,43
1037,8947,2024-12-30,Single,"24,48,50,52"
1038,6832,2024-11-19,Single,"19,40,6,23,53"
1039,4083,2024-12-07,Student,34
1040,8066,2024-03-07,Student,44
1041,2697,2025-02-02,Single,"30,6,40,40,28"
1042,1893,2024-02-08,Student,"22,7,48,40"
1043,5912,2024-10-02,Family,"8,60,28"
1044,9551,2025-02-18,Single,"39,48"
1045,3222,2023-04-24,Student,"17,53,28,52,5,60"
1046,684,2024-07-17,Student,18
1047,5436,2023-08-27,Family,"40,35"
1048,7893,2024-09-28,Student,56
1049,5883,2024-07-23,Single,"20,42,18,31,57,36"
1050,8032,2024-02-22,Family,"25,20,18,41"
1051,6927,2025-03-13,Student,"42,59,23,49"
1052,5426,2024-09-19,Single,"56,15,40,56"
1053,5603,2024-06-25,Student,14
1054,2646,2024-09-10,Family,15
1055,5380,2023-06-03,Student,"23,29,60,5,37,58"
1056,1360,2025-02-22,Family,"24,28,33,20"
1057,3220,2024-11-08,Family,39
1058,6163,2023-12-28,Single,"43,43,54,48,22,5"
1059,8133,2024-04-03,Student,"8,59,46"
1060,4629,2023-08-09,Student,"16,44,24"
1061,4980,2023-11-27,Single,"40,34,31,38,59,10"
1062,6806,2023-08-21,Single,"41,47,55"
1063,5150,2024-12-02,Student,"5,52,13,29,19,23"
1064,618,2023-06-07,Family,"17,36,26,28,30"
1065,6913,2023-12-25,Family,"33,16,45,19"
1066,9355,2024-04-14,Family,27
1067,9371,2023-05-31,Student,"51,36,56,34"
1068,55,2024-07-17,Family,"45,51,17"
1069,7157,2023-06-19,Family,9
1070,8945,2024-05-22,Single,"24,27,34,24"
1071,8688,2024-04-14,Student,"15,25,37"
1072,5934,2024-02-05,Family,"40,7,29,38"
1073,102,2024-06-22,Single,"50,60,55,10,8"
1074,2798,2024-08-01,Student,"44,38"
1075,7759,2024-12-12,Family,"54,9"
1076,6942,2024-05-26,Student,"29,9,47,53,24"
1077,8556,2024-09-12,Student,"35,26"
1078,1617,2024-12-14,Family,"24,41,7,20,18"
1079,1251,2024-10-24,Family,"50,12,27,30,27"
1080,6333,2024-07-06,Student,"57,23,14"
1081,9729,2025-03-13,Single,"53,52,56"
1082,7825,2024-12-31,Student,"9,38,14,10,51"
1083,1434,2023-06-29,Single,"23,13,47"
1084,8648,2023-11-02,Student,"41,58,45,39"
1085,5209,2024-12-11,Single,"30,28,13,22,13,39"
1086,2533,2025-03-24,Single,"47,33,30,5,17"
1087,2176,2023-06-02,Student,"14,12,29,34"
1088,9153,2024-08-12,Student,"47,59,24,19,28"
1089,4677,2023-11-06,Single,27
1090,7787,2024-11-26,Single,"57,30"
1091,5200,2023-05-29,Single,"16,7,15,56,24,22"
1092,2504,2024-06-10,Single,21
1093,9367,2024-05-05,Single,"58,47,26,53"
1094,2422,2024-12-07,Single,"36,48,53,22"
1095,5816,2024-02-13,Family,"40,60"
1096,2570,2023-12-03,Single,52
1097,1652,2024-07-14,Single,"26,48,15,9,39"
1098,5557,2023-05-04,Single,56
1099,5473,2023-05-17,Single,"46,15,37,22"
1100,1290,2023-05-08,Family,"56,12,36,37,14,12"
1101,1133,2023-12-22,Student,"8,27,48"
1102,7542,2023-05-03,Family,35
1103,5865,2023-05-30,Single,"8,39,37,55"
1104,6704,2024-11-13,Single,12
1105,5358,2024-01-21,Single,"20,52,27"
1106,5111,2024-11-28,Student,"49,21,5,23,54,27"
1107,5073,2023-06-16,Family,"53,22"
1108,7251,2024-02-23,Student,"15,54"
1109,499,2024-06-25,Single,"29,44,13,45,26"
1110,7896,2023-05-12,Student,"55,40,52,41,37,18"
1111,5194,2023-12-03,Student,"43,58,43,41,42"
1112,7135,2023-10-31,Student,"49,52,10,49,34,32"
1113,7899,2024-08-14,Single,57
1114,4874,2025-01-03,Student,"29,49,32,28,60,31"
1115,4872,2024-12-31,Single,"58,18,46,31,11"
1116,4363,2025-01-21,Family,"18,34,57,16,19,32"
1117,3775,2023-09-18,Student,"46,9,33,56,21"
1118,8906,2023-05-29,Single,"31,42,59,9,8"
1119,6515,2025-01-22,Single,"52,57,13,7,60"
1120,8365,2024-09-30,Single,"36,50,56,35,37,31"
1121,3582,2023-07-28,Single,37
1122,628,2024-02-06,Family,35
1123,3641,2024-03-29,Student,"54,7"
1124,2066,2024-03-02,Family,"35,46,37,7,51"
1125,9004,2023-05-23,Student,56
1126,3096,2023-08-19,Student,51
1127,2022,2024-11-27,Single,"11,30"
1128,3613,2023-05-08,Single,"38,46,12,54,52"
1129,969,2023-12-28,Family,"27,11"
1130,1844,2024-06-28,Single,"42,44,33,17,12,27"
1131,5884,2023-06-05,Student,"58,10,5,22,25,42"
1132,8926,2023-12-13,Student,"21,57,13,15"
1133,6691,2023-10-03,Student,45
1134,8691,2023-12-05,Family,34
1135,5239,2024-07-04,Single,"48,48,40"
1136,3608,2025-03-21,Single,"48,47,58,8,32"
1137,9684,2023-04-07,Family,"41,25,6,23,10,16"
1138,9264,2024-06-23,Single,"9,17,38,30,12,48"
1139,2755,2023-12-28,Family,"37,28,25"
1140,5898,2023-10-28,Single,"27,55,21,38"
1141,1610,2024-12-08,Family,"35,26,24"
1142,5940,2023-10-14,Student,"42,34"
1143,5627,2023-07-21,Student,"22,46"
